0	2.32961	0	2.61212	0	-1.74304	0	3.38846
0.0001	2.45492	0.0001	-0.367563	0.0001	0.824306	0.0001	1.7646
0.0002	2.48842	0.0002	-0.189427	0.0002	1.98139	0.0002	0.56886
0.0003	2.50066	0.0003	-0.0702401	0.0003	2.44461	0.0003	0.0653752
0.0004	2.50582	0.0004	-0.034484	0.0004	2.63145	0.0004	-0.122747
0.0005	2.51033	0.0005	-0.0180556	0.0005	2.70812	0.0005	-0.215841
0.0006	2.51258	0.0006	-0.0225653	0.0006	2.74065	0.0006	-0.23839
0.0007	2.50936	0.0007	-0.0161228	0.0007	2.75418	0.0007	-0.25353
0.0008	2.51001	0.0008	-0.0212768	0.0008	2.76127	0.0008	-0.268992
0.0009	2.51162	0.0009	-0.00806964	0.0009	2.76384	0.0009	-0.259006
0.001	2.51162	0.001	-0.0174113	0.001	2.7661	0.001	-0.26867
0.0011	2.51323	0.0011	-1.65E-05	0.0011	2.76739	0.0011	-0.263194
0.0012	2.51194	0.0012	-0.0251424	0.0012	2.76771	0.0012	-0.277367
0.0013	2.51194	0.0013	-0.0119352	0.0013	2.76835	0.0013	-0.278012
0.0014	2.51162	0.0014	-0.0177334	0.0014	2.76803	0.0014	-0.262227
0.0015	2.51162	0.0015	-0.0125794	0.0015	2.76868	0.0015	-0.273824
0.0016	2.51323	0.0016	-0.026753	0.0016	2.76997	0.0016	-0.263194
0.0017	2.5129	0.0017	-0.0177334	0.0017	2.77061	0.0017	-0.272213
0.0018	2.51162	0.0018	-0.00549263	0.0018	2.76964	0.0018	-0.267704
0.0019	2.51323	0.0019	-0.00227136	0.0019	2.76964	0.0019	-0.266737
0.002	2.51548	0.002	-0.0174113	0.002	2.77029	0.002	-0.261905
0.0021	2.51355	0.0021	-0.00291562	0.0021	2.77093	0.0021	-0.268026
0.0022	2.51323	0.0022	0.000627777	0.0022	2.77061	0.0022	-0.263838
0.0023	2.51452	0.0023	-0.00291562	0.0023	2.76964	0.0023	-0.267381
0.0024	2.51323	0.0024	-0.0196662	0.0024	2.77158	0.0024	-0.277045
0.0025	2.51419	0.0025	-0.0264309	0.0025	2.77158	0.0025	-0.278012
0.0026	2.51355	0.0026	-0.0167671	0.0026	2.77093	0.0026	-0.268026
0.0027	2.51226	0.0027	-0.0238538	0.0027	2.77125	0.0027	-0.261261
0.0028	2.51323	0.0028	-0.0183777	0.0028	2.77125	0.0028	-0.268026
0.0029	2.51548	0.0029	-0.0186998	0.0029	2.77158	0.0029	-0.26416
0.003	2.51194	0.003	-0.00323774	0.003	2.77158	0.003	-0.285743
0.0031	2.51484	0.0031	-0.00484838	0.0031	2.77125	0.0031	-0.286387
0.0032	2.51484	0.0032	-0.0151564	0.0032	2.77158	0.0032	-0.266737
0.0033	2.51419	0.0033	-0.00710326	0.0033	2.7719	0.0033	-0.268348
0.0034	2.51484	0.0034	-0.00645901	0.0034	2.77093	0.0034	-0.26867
0.0035	2.51548	0.0035	-0.00839177	0.0035	2.77158	0.0035	-0.269636
0.0036	2.51258	0.0036	-0.0161228	0.0036	2.7719	0.0036	-0.261261
0.0037	2.51452	0.0037	-0.0183777	0.0037	2.77158	0.0037	-0.260295
0.0038	2.51516	0.0038	0.00256054	0.0038	2.77029	0.0038	-0.268026
0.0039	2.51387	0.0039	-0.0196662	0.0039	2.77125	0.0039	-0.266415
0.004	2.51355	0.004	-0.0170892	0.004	2.7719	0.004	-0.268992
0.0041	2.51387	0.0041	-0.0177334	0.0041	2.77158	0.0041	-0.268348
0.0042	2.51323	0.0042	-0.00935815	0.0042	2.77158	0.0042	-0.280267
0.0043	2.51484	0.0043	-0.00903602	0.0043	2.7719	0.0043	-0.281877
